サービス種類,市区町村名,団体コード,事業所名,法人名,法人種別,事業所番号,住所,電話番号,指定年月日,事業所種別,利用可能曜日,定員,公式サイト,緯度,経度
福祉用具貸与・特定福祉用具販売,板橋区,13119,株式会社フロンティア板橋営業所,株式会社フロンティア,営利法人,1371911627,東京都板橋区仲町２２－１１,03-5964-5143,2020-04-01,,平日・土曜日,,https://www.frontier-ph.com/,35.752132000000000,139.696900900000000
福祉用具貸与・特定福祉用具販売,板橋区,13119,福祉用具事業所　Ｒｅ：ＡＣＴＩＶＥ,株式会社ＭＥＤＩＣＡＬ　ＣＯＬＯＲ,営利法人,1371911833,東京都板橋区大山金井町２－４パインメートⅡ　１階,03-6909-5460,2021-03-01,,平日・祝日,,https://www.medical-color.com/home-care/,35.746209700000000,139.709277300000000
福祉用具貸与・特定福祉用具販売,板橋区,13119,みちおい福祉用具,合同会社道生舎,営利法人,1371911882,東京都板橋区徳丸３－３８－３４ヒルサイドハイツＢ１Ｆ,03-6909-7890,2021-05-01,,平日,,https://www.mitioisya.tokyo/,35.774185882245460,139.658778162426760
福祉用具貸与・特定福祉用具販売,板橋区,13119,ケースタイル福祉用具レンタル東京都板橋事務所,合同会社Ｋ－Ｓｔｙｌｅ,営利法人,1371911999,東京都板橋区富士見町１１－１０アイエッチ富士見２０２号室,03-6762-6283,2021-10-01,,,,,,
福祉用具貸与・特定福祉用具販売,板橋区,13119,株式会社　Ｍ＆Ｗサポート,株式会社Ｍ＆Ｗサポート,営利法人,1371912211,東京都板橋区前野町２－３１－２－１０１,03-3960-1603,2023-04-01,,平日・土曜日,,https://www.tshnet.or.jp/,35.765503600000000,139.689721600000000
福祉用具貸与・特定福祉用具販売,板橋区,13119,ニック株式会社　板橋営業所,ニック株式会社,営利法人,1371912567,東京都板橋区中台３－２６－１１,03-6685-5470,2025-02-01,,平日・土曜日,,https://www.nick-corp.com/,35.773396999999980,139.677494999999960
福祉用具貸与・特定福祉用具販売,板橋区,13119,株式会社トーカイ板橋営業所,株式会社トーカイ,営利法人,1371912591,東京都板橋区徳丸７－２７－１ファミール高島平１階１０１号室,03-6693-0510,2025-04-01,,平日,,https://www.tokai-corp.com,35.781972800000000,139.661531200000000
福祉用具貸与・特定福祉用具販売,板橋区,13119,ケア２１ライフプラス東京城北,株式会社ケア２１ライフプラス,営利法人,1372108629,東京都板橋区大山西町９－３,03-5964-6421,2012-04-01,,平日,,http://www.care21.co.jp,35.747377890537320,139.697952383931720
福祉用具貸与・特定福祉用具販売,練馬区,13120,ねくすと,株式会社ネクストワン,営利法人,1371405596,東京都練馬区高松３－７－１７フレグランス光が丘１０６,03-6479-3202,2018-02-01,,平日,,http://www.next-fukushi.com,35.747571800000010,139.626840000000040
特定福祉用具販売,練馬区,13120,ゼコノライフサービス,有限会社　ゼコノ,営利法人,1371501121,東京都練馬区関町東２－１３－３,03-5927-0741,2006-04-01,,平日・土曜日,,http://zekono.com/index.html,35.727808300000000,139.578605899999960
福祉用具貸与・特定福祉用具販売,練馬区,13120,プラチナハウス練馬店,株式会社レイクス２１,営利法人,1371601277,東京都練馬区貫井２－１１－６－１０１,03-5987-5273,2001-06-01,,平日,,http://lakes21.co.jp/,35.739844000000010,139.635067599999990
福祉用具貸与・特定福祉用具販売,練馬区,13120,株式会社　東基,株式会社東基,営利法人,1372000271,東京都練馬区貫井３－４１－１,03-3998-1191,1999-10-01,,平日・土曜日,,http://www.toki-net.co.jp,35.739739000000000,139.629889999999930
福祉用具貸与・特定福祉用具販売,練馬区,13120,株式会社　サンポー,株式会社サンポー,営利法人,1372000792,東京都練馬区豊玉中三丁目１番１５号,03-5984-7038,1999-12-01,,平日,,http://www.sanpoh-med.co.jp,35.733109900000000,139.655882400000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,指定福祉用具貸与事業所　株式会社　ケアサービス伊東　福祉用具貸与・販売,株式会社ケアサービス伊東,営利法人,1372002038,東京都練馬区早宮２－１６－２６,03-3934-1322,2001-07-01,,平日,,http://www.careservice-ito.com,35.756723800000000,139.654681699999970
福祉用具貸与・特定福祉用具販売,練馬区,13120,有限会社　ケアワーカー中ノ宮,有限会社ケアワーカー中ノ宮,営利法人,1372002129,東京都練馬区春日町３－３３－２２　中ノ宮ビル２Ｆ,03-3999-7764,2001-10-01,,平日・土曜日,,http://nakanomiya.co.jp,35.752360100000000,139.642518900000030
福祉用具貸与,練馬区,13120,ねりま介護応援センター,有限会社　共栄電器,営利法人,1372002269,東京都練馬区上石神井一丁目４２番６号,03-3929-4638,2001-12-01,,,,,,
福祉用具貸与・特定福祉用具販売,練馬区,13120,株式会社　早宮エンジニアリング,株式会社早宮エンジニアリング,営利法人,1372002475,東京都練馬区早宮一丁目２９番１５号,03-3991-8660,2003-01-01,,平日・土曜日・祝日,,http://www.hayamiya-eng.com,35.750271800000000,139.658728800000060
福祉用具貸与・特定福祉用具販売,練馬区,13120,有限会社　オークステーション,有限会社　オークステーション,営利法人,1372003028,東京都練馬区練馬３－２１－２０,03-5912-5639,2003-06-01,,平日,,,35.739525700000000,139.650463200000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,つつじケア福祉用具貸与事業所,有限会社つつじケア,営利法人,1372004380,東京都練馬区高野台５－３８－１７テラスヴュー高野台１０１,03-5393-1227,2005-07-01,,平日,,,35.749817700000000,139.609180199999970
特定福祉用具販売,練馬区,13120,株式会社　正興,株式会社正興,営利法人,1372005460,東京都練馬区貫井５－１２－１２,03-5241-2472,2007-01-01,,,,,,
福祉用具貸与・特定福祉用具販売,練馬区,13120,ダスキンヘルスレント練馬ステーション,株式会社ダスキン光和,営利法人,1372005783,東京都練馬区氷川台４－３６－１６,03-3931-3005,2007-09-01,,平日,,http://healthrent.duskin.jp,35.755340060018910,139.664450331877080
福祉用具貸与・特定福祉用具販売,練馬区,13120,フランスベッド株式会社　メディカル練馬営業所,フランスベッド株式会社,営利法人,1372006542,東京都練馬区中村北３－１５－１６　タマルビル１０２,03-6845-0021,2009-04-01,,平日・土曜日,,http://www.francebed.co.jp/,35.736603500000000,139.639528199999970
福祉用具貸与・特定福祉用具販売,練馬区,13120,まっかな花　練馬,アクティブライフ株式会社,営利法人,1372007854,東京都練馬区中村北４－８－３０田代ビル２F,03-5579-7570,2011-04-01,,平日,,,35.735928500000014,139.637572800000040
福祉用具貸与・特定福祉用具販売,練馬区,13120,セントケア　りまいん　練馬,セントケアりまいん株式会社,営利法人,1372007862,東京都練馬区南田中３－６－１２大沢ビル１Ｆ,03-5910-7180,2011-04-01,,平日,,http://www.saint-care.com/tokyo,35.738330500000000,139.620235300000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,ユーアイケアセンター,株式会社ユーアイコーポレーション,営利法人,1372008845,東京都練馬区石神井町２－９－１５,03-6913-4937,2012-09-01,,平日,,,35.744498900000000,139.610408199999940
福祉用具貸与・特定福祉用具販売,練馬区,13120,ぱすてる光が丘,株式会社ハビタット,営利法人,1372009140,東京都練馬区田柄４－１－１８,03-5967-1411,2013-01-01,,平日,,http://habitat-2006.co.jp,35.762986863731010,139.642439518385320
特定福祉用具販売,練馬区,13120,株式会社　ワークスコジマ,株式会社ワークスコジマ,営利法人,1372009454,東京都練馬区田柄２－９－２,03-6314-7290,2013-05-01,,,,,,
福祉用具貸与・特定福祉用具販売,練馬区,13120,ニック株式会社　練馬営業所,ニック株式会社,営利法人,1372009652,東京都練馬区田柄４－４５－５,03-6686-7151,2013-07-01,,平日・土曜日,,http://www.nick-corp.com,35.764643677229660,139.633960835582030
福祉用具貸与・特定福祉用具販売,練馬区,13120,里華バリー,有限会社フロムエント,営利法人,1372010023,東京都練馬区貫井３－１０－３,03-5933-9570,2014-01-01,,平日,,http://from-ent.com/rikabari-/home.html,35.736186600000000,139.628881900000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,スペースケア練馬営業所,株式会社スペースケア,営利法人,1372010056,東京都練馬区高松６－１９－２５,03-6913-3192,2014-01-01,,平日・土曜日,,http://www.spacecare.co.jp,35.759419871439400,139.616141974279800
福祉用具貸与・特定福祉用具販売,練馬区,13120,ほっと・ライフサービス,株式会社ほっと・すぺーす,営利法人,1372010197,東京都練馬区氷川台３－１９－７井垣ビル２Ｆ,03-6906-9171,2014-04-01,,平日,,http://hotspace.co.jp,35.750510800000000,139.668925100000020
福祉用具貸与・特定福祉用具販売,練馬区,13120,株式会社　フロンティア　練馬営業所,株式会社フロンティア,営利法人,1372010403,東京都練馬区南田中３－２８－２０,03-5923-1270,2014-07-01,,平日・土曜日,,http://www.frontier-ph.com,35.737294400000000,139.615377500000020
福祉用具貸与・特定福祉用具販売,練馬区,13120,福祉用具ひまわり,医療法人社団真成会,医療法人,1372010478,東京都練馬区豊玉北１－１２－１６,03-5999-1110,2014-08-01,,平日,,http://www.shinseikai-cc.jp/,35.734490234600980,139.669127734957440
福祉用具貸与・特定福祉用具販売,練馬区,13120,株式会社　ヤマシタ　練馬営業所,株式会社ヤマシタ,営利法人,1372010502,東京都練馬区谷原２－５－５,03-5923-5101,2014-09-01,,平日・土曜日・日曜日・祝日,,http://www.yco.co.jp,35.749574500000000,139.616253300000040
福祉用具貸与・特定福祉用具販売,練馬区,13120,スウェーデンブロー株式会社,スウェーデンブロー株式会社,営利法人,1372011054,東京都練馬区西大泉５－２９－２３イーハトープ壱番館１２０９号,03-6356-7792,2015-07-01,,,,,,
特定福祉用具販売,練馬区,13120,有限会社ハートステーション,有限会社ハートステーション,営利法人,1372011310,東京都練馬区大泉学園町６－２３－１１,03-5933-0688,2016-02-01,,,,,,
福祉用具貸与・特定福祉用具販売,練馬区,13120,ＦｒｅｅＬｉｆｅ,合同会社ＦｒｅｅＬｉｆｅ,営利法人,1372011385,東京都練馬区錦１－２４－１６,03-6281-0345,2016-04-01,,平日・土曜日,,https://www.freelifefukusiyougu.com/,35.760137600000014,139.670383000000020
福祉用具貸与・特定福祉用具販売,練馬区,13120,コミュニティ・ケア,株式会社コミュニティ・ケア,営利法人,1372011823,東京都練馬区西大泉３－２６－１５さかえやビル２階,03-5933-0556,2017-02-01,,平日・祝日,,http://www.communitycare-ooizumi.co.jp,53.412910000000000,-8.243889999999964
福祉用具貸与・特定福祉用具販売,練馬区,13120,福祉用具青空,青空ケアサポートセンター有限会社,営利法人,1372011898,東京都練馬区西大泉６－１４－２０,03-3921-0211,2017-05-01,,平日・土曜日・祝日,,http://www.aozora-sun.co.jp,35.761120600000005,139.566347200000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,まごころ練馬営業所,株式会社まごころ,営利法人,1372012003,東京都練馬区南大泉４－３８－５,03-5935-8477,2017-08-01,,平日,,,35.748887999999994,139.576284300000030
福祉用具貸与・特定福祉用具販売,練馬区,13120,ＳＯＭＰＯケア　練馬　福祉用具,ＳＯＭＰＯケア株式会社,営利法人,1372012540,東京都練馬区豊玉北４－１１－１０東洋ライス東日本支店ビル１階,03-6915-8910,2018-07-01,,平日,,https://www.sompocare.com,35.735262976786720,139.658970962153770
福祉用具貸与・特定福祉用具販売,練馬区,13120,Ｔ’ｓライト,合同会社ＴｒｅＳｔａｒ,営利法人,1372012771,東京都練馬区西大泉５－１７－１ジュノー・ムカイ１０１,03-6478-9038,2019-01-01,,平日,,,35.755429700000015,139.569233400000030
特定福祉用具販売,練馬区,13120,かしのきケア,有限会社カシノキ情報システム,営利法人,1372013084,東京都練馬区東大泉４－３０－２２,03-5935-8523,2019-11-01,,,,,,
福祉用具貸与・特定福祉用具販売,練馬区,13120,株式会社トーカイ練馬営業所,株式会社トーカイ,営利法人,1372013274,東京都練馬区春日町１－１７－１９,03-5987-0181,2020-07-01,,平日,,https://www.tokai-corp.com/,35.749310300000000,139.646165700000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,しまうま,株式会社ＺＥＢＲＡ,営利法人,1372013373,東京都練馬区土支田３－２２－８ルミエール大泉１０４,03-6904-6532,2020-10-01,,,,,,
福祉用具貸与・特定福祉用具販売,練馬区,13120,アスケア福祉用具センター　練馬,株式会社ＡＳＣａｒｅ,営利法人,1372013704,東京都練馬区貫井２－２８－４リスタアビル１階,05033177088,2021-07-01,,平日・土曜日,,https://www.asahi-sun-clean.co.jp/,35.740619300000000,139.635508800000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,西川株式会社／ネーブルハウス練馬事業所,西川株式会社,営利法人,1372013894,東京都練馬区石神井町２－３３－２７石神井ファインレジデンス１０３,03-6915-9330,2022-02-01,,平日・土曜日,,https://nablehouse.co.jp,35.749266800000000,139.607439200000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,ホームアメニティ　ゆとりな,株式会社ゆとりな,営利法人,1372014207,東京都練馬区南大泉１－１３－１４,03-5935-8452,2022-10-01,,平日・土曜日・祝日,,https://yutorina.jp/,35.739039500000020,139.575159900000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,株式会社まごころプラス,株式会社まごころプラス,営利法人,1372014694,東京都練馬区北町１－１６－６,03-6913-0222,2024-05-01,,平日,,,35.765689700000000,139.664689400000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,住環境デザイン　練馬,株式会社住環境デザイン,営利法人,1372014710,東京都練馬区関町南２－２－６善福寺コーポ１０３,03-5991-5797,2024-05-01,,平日,,,35.720013199999990,139.590963799999970
福祉用具貸与・特定福祉用具販売,練馬区,13120,Ｍｅａｒｔｈｓ　Ｌｉｎｋ,株式会社Ｍｅａｒｔｈｓ,営利法人,1372015105,東京都練馬区下石神井６－３０－１１第１石塚マンション２０５,03-6821-1986,2025-09-01,,平日,,,35.735431300000000,139.604326600000000
福祉用具貸与・特定福祉用具販売,練馬区,13120,生活ぷらす東京支店,株式会社未来生活,営利法人,1372015162,東京都練馬区関町南３－６－１１パークヒルズ武蔵関　１Ｆ,03-6279-7758,2026-01-01,,平日,,,35.722461726946510,139.582017160713200
福祉用具貸与・特定福祉用具販売,練馬区,13120,陽だまり　福祉用具,株式会社Ｆｉｖｅ　Ｔｒｅｅｓ,営利法人,1375424734,東京都練馬区南大泉１－２６－１０,03-5947-2088,2016-01-01,,平日・祝日,,https://tanashi-hidamari.com,35.741288499999980,139.574422900000000
福祉用具貸与,足立区,13121,株式会社セリオ東京北営業所,株式会社セリオ,営利法人,1370704379,東京都足立区綾瀬６－１６－１６ジュネス綾瀬１０１号室,03-5856-3758,2015-07-01,,平日,,http://serio888.net,35.770448022008324,139.825130052834620
福祉用具貸与・特定福祉用具販売,足立区,13121,有限会社　ライフケアー,有限会社ライフケアー,営利法人,1371700681,東京都足立区小台２－２８－１６,03-3800-7774,2001-06-01,,,,,,
福祉用具貸与・特定福祉用具販売,足立区,13121,やさしい手　住環境事業本部　東営業所,株式会社やさしい手,営利法人,1371801885,東京都足立区一ツ家１－２２－２１　ウェルズ２１足立パートⅠ,05017525771,2005-08-01,,平日,,http://www.yasashiite.com,35.782902400000000,139.808955999999970
福祉用具貸与・特定福祉用具販売,足立区,13121,ベストリハ福祉用具事業所北千住,ベストリハ株式会社,営利法人,1371804723,東京都足立区千住２－３吾妻ビル６階,03-5813-9898,2022-04-01,,平日,,https://bestreha.com/facility/facility-10537/,35.749475900000010,139.799816600000040
福祉用具貸与・特定福祉用具販売,足立区,13121,ウメモトコーポレーション　介護用品の店梅元,株式会社ウメモトコーポレーション,営利法人,1372100592,東京都足立区西新井栄町３－３－８,03-3880-9330,1999-10-01,,平日・土曜日,,http://www.umemoto.co.jp,35.775886130158910,139.784506781614700
福祉用具貸与・特定福祉用具販売,足立区,13121,有限会社　福祉の家,有限会社福祉の家,営利法人,1372100659,東京都足立区入谷４－１７－１８,03-3857-2941,1999-10-01,,平日・土曜日,,http://www.fukushinoie.co.jp,35.807752906515590,139.759347423865170
福祉用具貸与・特定福祉用具販売,足立区,13121,まごの手　本店,佐々木ケアサービス株式会社,営利法人,1372100733,東京都足立区足立４－３７－１１,03-3848-0190,1999-10-01,,平日・土曜日,,http://www.magonote.com,35.765393500000010,139.808228999999980
福祉用具貸与・特定福祉用具販売,足立区,13121,城北介護センター,株式会社ダイユウケアシステム,営利法人,1372101152,東京都足立区千住宮元町３０－４,03-3870-4888,2001-01-01,,平日,,http://www.jyohokukaigo.com,35.749012200000000,139.795206199999940
福祉用具貸与・特定福祉用具販売,足立区,13121,介護用品の店　ゆいま～る,株式会社トータルケアサービス加島,営利法人,1372101178,東京都足立区千住中居町１２－６,03-5284-6301,2000-02-01,,平日・土曜日,,http://www.kaigo-yuimaru.co.jp/,35.749026777709595,139.797080128572130
福祉用具貸与・特定福祉用具販売,足立区,13121,介護ショップペンギン,株式会社ケアフレンド,営利法人,1372101673,東京都足立区梅島１－９－５,03-6807-2171,2000-04-01,,平日・土曜日,,https://www.carefriend.co.jp,35.772105743222745,139.798962818441600
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社あおばライフケア,株式会社あおばライフケア,営利法人,1372102804,東京都足立区梅島３－３３－１,03-5888-2333,2002-05-01,,平日・土曜日・祝日,,https://aoba-lifecare.com/,35.777958600000020,139.792271499999970
福祉用具貸与・特定福祉用具販売,足立区,13121,ホットプランニング足立有限会社　介護支援事業部,ホットプランニング足立有限会社,営利法人,1372103034,東京都足立区綾瀬５－７－９シティービル１階Ｂ号,03-3620-7393,2002-09-01,,平日・土曜日・祝日,,https://hotplanning.co.jp/,35.768626500000000,139.825155000000000
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社　星医療酸器東京事業所,株式会社星医療酸器,営利法人,1372104081,東京都足立区入谷七丁目１１番１２号,03-3899-8855,2004-04-01,,平日,,http://www.hosi.co.jp,35.802551100000000,139.758321000000020
福祉用具貸与・特定福祉用具販売,足立区,13121,ヒラタ,有限会社　ヒラタ,営利法人,1372104719,東京都足立区鹿浜８－１１－５ロイヤルハイム小松原１０５号室,03-5839-3270,2005-01-01,,平日・土曜日,,,35.788292200000000,139.762113199999930
福祉用具貸与・特定福祉用具販売,足立区,13121,介護の一休,株式会社陽平,営利法人,1372104867,東京都足立区南花畑４－１７－８ＡＥＲビル２階,03-3885-7731,2005-07-01,,平日・土曜日・日曜日・祝日,,http://www.yohei-care.com/,35.797392400000000,139.818432499999970
福祉用具貸与・特定福祉用具販売,足立区,13121,まっかな花,アクティブライフ株式会社,営利法人,1372105021,東京都足立区谷中２－７－１３,03-5682-7117,2005-07-01,,平日・土曜日,,,35.776853400000010,139.832584600000020
福祉用具貸与・特定福祉用具販売,足立区,13121,介護用品の店　いきいき,有限会社生き活きサポート,営利法人,1372105062,東京都足立区西新井５－４２－１６,03-3899-9787,2005-08-01,,平日・土曜日,,https://ikiiki-support.co.jp/,35.785875800000000,139.779126499999960
特定福祉用具販売,足立区,13121,すまサポ,株式会社マイクロエレベーター,営利法人,1372106979,東京都足立区綾瀬３－２５－１９,03-5616-3725,2008-10-01,,平日,,https://sumai.panasonic.jp/agefree/map/detail.php?id=127,35.765291900000000,139.827794500000000
福祉用具貸与・特定福祉用具販売,足立区,13121,レンタルサービス　ソラスト東東京,株式会社ソラスト,営利法人,1372107456,東京都足立区竹の塚１－３０－２０泰尚ビル３Ｆ,03-5831-6821,2010-02-01,,平日・土曜日,,,35.792262400000000,139.791807200000000
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社　まごころ,株式会社まごころ,営利法人,1372107589,東京都足立区関原３－３３－５　１Ｆ,03-5845-3215,2010-06-01,,平日・土曜日,,,35.772250266298920,139.785742342991650
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社　苑田メディコ,株式会社苑田メディコ,営利法人,1372107597,東京都足立区保木間４－１５－１６,03-5856-7820,2010-06-01,,平日,,http://www.sonoda-medico.com/,35.795013496677410,139.799257295988530
福祉用具貸与・特定福祉用具販売,足立区,13121,フランスベッド株式会社　メディカル足立営業所,フランスベッド株式会社,営利法人,1372107654,東京都足立区宮城１－４－３,03-5902-0331,2010-07-01,,平日・土曜日,,http://www.francebed.co.jp,35.756681631058680,139.753888054228380
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社　トーカイ　足立営業所,株式会社トーカイ,営利法人,1372109080,東京都足立区江北６－１１－１０,03-5838-1610,2012-12-01,,平日,,http://www.tokai-corp.com/,35.780346300000000,139.766604300000040
福祉用具貸与・特定福祉用具販売,足立区,13121,らいふケア,有限会社レーザテクノジャパン,営利法人,1372109155,東京都足立区花畑５－２－８,03-5851-5544,2013-02-01,,平日,,,35.806580010846400,139.803904314974940
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社　フロンティア　足立営業所,株式会社フロンティア,営利法人,1372109338,東京都足立区竹の塚１－２７－１,03-5851-3161,2013-04-01,,平日・土曜日,,http://www.frontier-ph.com/,35.792143262513584,139.790552103188360
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社　ケアネットワーク,株式会社ケアネットワーク,営利法人,1372109510,東京都足立区扇３－１６－１８－３０２,03-5837-4527,2013-06-01,,,,,,
福祉用具貸与・特定福祉用具販売,足立区,13121,ＯＨＩケアサービス,合資会社ミラクル,営利法人,1372111706,東京都足立区保木間３－３５－１－２０２,03-6312-0553,2017-03-01,,平日・祝日,,http://hp.kaipoke.biz/fte/,35.795550000000000,139.810258400000000
福祉用具貸与・特定福祉用具販売,足立区,13121,介護用品のハッコウ　足立営業所,株式会社白興,営利法人,1372111748,東京都足立区南花畑２－４６－６,03-5809-6741,2016-12-01,,平日,,,35.793669570979580,139.818339480950920
福祉用具貸与・特定福祉用具販売,足立区,13121,あっぷけあ足立西,あっぷけあスマイル株式会社,営利法人,1372112266,東京都足立区西新井１－５－３ウィステリア大師前２階,03-5809-5189,2018-03-01,,平日,,http://www.upcare.co.jp/,35.778446837881866,139.780403376266240
福祉用具貸与・特定福祉用具販売,足立区,13121,ケアリード,株式会社わかばケアセンター,営利法人,1372112480,東京都足立区竹の塚１－３３－１０,03-5856-7758,2018-08-01,,平日,,http://www.wakaba-care.co.jp/,35.791168100000000,139.793643200000020
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社　ヤマシタ　足立営業所,株式会社ヤマシタ,営利法人,1372112563,東京都足立区西綾瀬３－１７－５ＵＲＢＡＮ２０１号室,03-3889-2010,2018-10-01,,平日・土曜日・日曜日・祝日,,https://www.ycota.jp/,35.763932252496130,139.817862180242660
福祉用具貸与・特定福祉用具販売,足立区,13121,あっぷけあ大師参道,あっぷけあスーリール株式会社,営利法人,1372112639,東京都足立区西新井１－８－２サイトウビル１階,03-6869-5302,2018-12-01,,平日,,https://upcare.co.jp/pg3583578.html,35.778645999999980,139.779326200000000
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社福祉協同サービス　足立営業所,株式会社福祉協同サービス,営利法人,1372113124,東京都足立区柳原１－７－１０,03-5284-8590,2020-04-01,,平日,,http://www.fukushi-ks.com,35.746501679162800,139.812122049251770
福祉用具貸与・特定福祉用具販売,足立区,13121,株式会社アットホーム　足立営業所,株式会社アットホーム,営利法人,1372113579,東京都足立区六月２－３２－７,03-3860-6790,2021-07-01,,平日・土曜日,,http://www.rsr-athome.com,35.787950599999990,139.794446800000000
福祉用具貸与・特定福祉用具販売,足立区,13121,ダスキンヘルスレント足立ステーション,株式会社ボストン,営利法人,1372113611,東京都足立区六月１－１３－７,03-5851-8036,2021-09-01,,平日・土曜日,,https://healthrent.duskin.jp/station/tokyo/adachi.html,35.786444000000000,139.797988200000000
福祉用具貸与・特定福祉用具販売,足立区,13121,福祉用具　ファストキャスト,合同会社ＦａｓｔＣａｓｔ,営利法人,1372113983,東京都足立区六町２－７－１７－１０２,03-5851-8358,2023-03-01,,平日,,,35.783968100000000,139.818083700000000
福祉用具貸与・特定福祉用具販売,足立区,13121,のるでん,ストレスケアリゾート株式会社,営利法人,1372114114,東京都足立区柳原１－１１－１１,03-6806-1014,2023-06-01,,平日・土曜日・日曜日,,http://scr.tokyo.jp,35.746900100000000,139.814127400000000
福祉用具貸与・特定福祉用具販売,足立区,13121,アローライフケア,株式会社夏樹,営利法人,1372114148,東京都足立区六町４－３－２８ラコルト１Ｆ,05035594328,2023-07-01,,平日,,https://natsuki-kaigo.com/,35.786003599999994,139.824708900000000
福祉用具貸与・特定福祉用具販売,足立区,13121,スマイル・おきの,株式会社スマイル・おきの,営利法人,1372114171,東京都足立区興野１－１４－８,03-6807-2447,2023-08-01,,平日,,https://www.smile-okino.com,35.769137799999996,139.780798999999970
福祉用具貸与・特定福祉用具販売,足立区,13121,気宇,株式会社ベストハンク,営利法人,1372114429,東京都足立区扇１－４４－３,09025642631,2024-06-01,,平日・土曜日,,,35.766150300000000,139.776719200000000
福祉用具貸与・特定福祉用具販売,足立区,13121,ウイズ　ｏｎｅ,株式会社ＮＥＸＴＯｎｅ,営利法人,1372114460,東京都足立区花畑３－１７－６,03-5856-6816,2024-08-01,,平日,,https://nextone-hanahata.com,35.803631500000010,139.810593800000000
福祉用具貸与・特定福祉用具販売,足立区,13121,あかつき,有限会社アカツキ,営利法人,1372114486,東京都足立区竹の塚４－２－７アーク竹ノ塚マンション１０１号室,03-5856-5333,2024-09-01,,平日,,,35.794421100000010,139.801837300000020
福祉用具貸与・特定福祉用具販売,足立区,13121,ベストサポート,株式会社ＳＴウィル,営利法人,1372114536,東京都足立区鹿浜１－２０－１２さくらビル５０１,03-5930-5492,2024-10-01,,平日,,,35.809775600000000,139.774962600000000
福祉用具貸与・特定福祉用具販売,足立区,13121,福祉用具ケアろぐ,株式会社ケアろぐ,営利法人,1372114676,東京都足立区鹿浜２－２５－１－３０１,07085496197,2025-03-01,,平日,,https://www.carelog2021.com,35.780095800000000,139.750839800000000
福祉用具貸与・特定福祉用具販売,足立区,13121,有限会社　東関東サービス　東京支店,有限会社東関東サービス,営利法人,1372114767,東京都足立区辰沼２－６－１０,03-5849-5323,2025-06-01,,平日,,,35.788539000000000,139.835202900000000
福祉用具貸与・特定福祉用具販売,足立区,13121,ＬＩＦＥマネジメント,合同会社ＬＩＦＥマネジメント,営利法人,1372114874,東京都足立区竹の塚６－２２－２ドリームコート２０１,03-5856-5057,2025-09-01,,平日,,https://mgmt-life.jp/,35.796477100000000,139.793877300000000
福祉用具貸与・特定福祉用具販売,足立区,13121,パナソニックエイジフリーショップ足立,日建リース工業株式会社,営利法人,1372114940,東京都足立区新田１－１７－３,03-4332-6833,2025-11-01,,平日・土曜日,,https://sumai.panasonic.jp/agefree/map/detail.php?id=127,35.775248800000010,139.739674000000000
福祉用具貸与・特定福祉用具販売,足立区,13121,ケアフロー,合同会社ケアフロー,営利法人,1372114965,東京都足立区梅島３－２６－８ＦＬＡＸ西新井１０１号室,03-6806-3235,2025-12-01,,平日,,,35.778151300000000,139.791300000000000
福祉用具貸与・特定福祉用具販売,足立区,13121,アプリシェイト福祉用具ステーション,株式会社クオリティーライフ,営利法人,1372114973,東京都足立区栗原３－１－４エスポワールＫＩＪＩＭＡ５０２号室,03-5888-5421,2025-12-01,,平日・土曜日・日曜日・祝日,,,35.778677900000005,139.788653599999980
福祉用具貸与・特定福祉用具販売,足立区,13121,福祉用具　笑楽　東京,株式会社ビオネスト,営利法人,1372115012,東京都足立区入谷９－１４－１４,03-5809-5924,2026-01-01,,平日,,https://www.bihonest.com,35.808511100000000,139.757381500000000
福祉用具貸与・特定福祉用具販売,足立区,13121,コルライフ足立,株式会社日本介護センター,営利法人,1372115285,東京都足立区竹の塚５－１－１４,03-6693-5291,2026-08-01,,,,,,
福祉用具貸与・特定福祉用具販売,足立区,13121,介護用品ビー・オンプラス,合同会社草加爽風会,営利法人,1372115293,東京都足立区保木間４－１９－９　１Ｆ,03-5831-5590,2026-08-01,,,,,,
